,,actual,prediction,teks
6017,,1,-1,bukti bapak bukan nista agama tentu hanya orang benci kata seperti
6018,,-1,0,bapak tolong jangan curang
6019,,1,0,senyum buat bahagia kala kita selalu
6020,,1,0,bapak ahokdjarot datang iring shalawat jamaah
6021,,0,-1,syukran kolom mau kalah pake alas lain jangan agama bur
6022,,1,0,momen indah kalian
6023,,1,0,istigosah warga nahdliyin contoh simbol bhineka tunggal sungguh
6024,,1,0,ahokdjarot jharot harga mati
6025,,-1,0,tidak ngrasain ubah jakarta biasax orang munafik ato gemar kalijodo pra kondisi
6026,,0,1,let s face it saat ahokdjarot plg cuma dpt an vote sampai putar have to persuade agussylvi s supporters
6027,,1,0,undang ahokdjarot tanggal datang tps masing jangan golput pasti selesaix bangun jkt
6028,,-1,0,nusron wahid sambut pake salawatin nabi macam ulama ato mau ngerasain ulama bapak
6029,,0,1,penasaran pandang dukung ahokdjarot atas artikel semoga kenan kasih komen
6030,,1,0,jangan rasa diri sendiri nasib rakyat dki tang kita sendiri
6031,,-1,1,jangan pilih gubernur tidak sunat ahokdjarot
6032,,1,-1,ahokdjarot cuma sindir gatafsir tidak nista
6033,,-1,0,bin kapolri jokowi kabinet tongkol dll tidak merintah sadap mari bertanya kepada
6034,,0,-1,kompor ac cool ab
6035,,1,0,bapak morp comebackk ayokk join hitzzzz
6036,,0,-1,kata sikat
6037,,0,-1,masih mending dadak nu daripada dadak muslim nu beda biasa contoh pemikiran agussylvi ulil sm agussylvi idrusramli
6038,,-1,0,konser saya abang bilang tidak da biayain
6039,,0,1,bapak ahokdjarot acara istighosah malam nu dki jkt
6040,,1,0,hari hadir istighasah nahdliyin mudah bikin adem masih mau ngompori kita tahu maksud mereka
6041,,1,0,ahokdjarot live dangdut kocak
6042,,-1,1,setuja pintar tidak hati
6043,,-1,0,seperti dukung colek
6044,,0,1,seperti inj cocok gambar situasi bapak saat
6045,,1,0,siap bro ngocok
6046,,0,-1,kalian lihat tidak
6047,,1,0,kreatif ni konser saya
6048,,-1,1,buat haters tidak percaya bapak datang agenda istighosah nu malam lihat bulan tahun spandu
6049,,-1,0,kamu nu piyungan nup
6050,,-1,0,mungkin ni orang salah tumpeng kali ya
6051,,0,1,dapat salam jangan lupa kawal terus pilkada damai
6052,,0,1,jangan cuma ahokdjarot mau hormat wajib hormat umat muslim
6053,,-1,0,emang tuhan esa
6054,,-1,1,beli kicing karung klau mil tidak tidak tidak milih kucing diroko emas coblos tidak
6055,,1,0,adalah salah satu giat seni tampil dukung konsergue kemaren
6056,,0,1,bapak kerja malam hari
6057,,-1,0,saya rangkum kenapa kita
6058,,-1,0,pasti isu tidak bs hadap konser atau pesta mesin politik hrs putar otak atau aba
6059,,0,1,bapak damping agussylvi nuril agenda istighosah nu dki
6060,,1,-1,lanjut kepalang basah cebur kalian jangan takut
6061,,1,-1,bukti warga nu tidak alat oleh kelompok
6062,,-1,0,salah yakin manusia
6063,,-1,1,jaaahhh makasih jakarta baru tanpa cukong n
6064,,-1,1,siapa menzolimi berjamaah bukan jamaah adem ayem rusak ahokdjarot jangan suka memutarbalika
6065,,-1,0,bapak malu kita bapak negara tetangga tinggal jauh infrastruktur sdm
6066,,0,-1,hormat kiyai bukan kultus sprti anda hormat emak kamu rumah
6067,,0,-1,bahkan saat umat muslim memberitahukan anda tegas tolak
6068,,0,1,kalijodo beres boleh kamu ahokdjarot belum beres payah kalijodo beres tidak baidewei
6069,,0,1,istigosah bangsa warga nu dki jakarta bapak klik
6070,,-1,0,sudah proses nungguin rubah niat dulu niat mungkin setelah baru datang
6071,,1,0,nu nahdliyin adalah jaga nkri bp istigotsah bangsa
6072,,-1,0,perilaku menghianati agama
6073,,1,0,rame ya blusukan bapak tadi siang da mogot ikut blusukan besok
6074,,1,0,wah nyata banyak hati bapak waktu blusukan tadi siang
6075,,1,0,anggun bersahaja
6076,,1,0,bapak dateng blusukan bpak sampai lpa pkai baju saking kaget langsung keluar rm
6077,,-1,1,paling utama atas segala adalah tuhan larang pilih non muslim pemimpin
6078,,0,1,jakarta butuh pemimpin adab akhlak mulia serta manusiawi
6079,,0,1,blh tidak doa semoga bapak dpt hidayah n mualaf
6080,,1,0,megawati kampanye ahokdjarot tenang
6081,,0,-1,bukti tidak laku
6082,,1,0,tidak hadir buat mereka senyum
6083,,0,-1,jangan salah pilih lo salah pilih rugi tahun lo bro
6084,,1,-1,sampai terus lirik para jurnalis dik
6085,,-1,0,atau emang tidak adakan tuju buat opini bahwa laku curang
6086,,0,-1,bapak sblhnya tau mau foto lgsg senyum manis
6087,,-1,0,baca saya tanya jangan cengengesan
6088,,0,1,bapak ahokdjarot bapak ahokdjarot
6089,,-1,1,benar sekal warga nu takmudah provokasi semua warga nu kcuali mgkin hamba ahokdjarot sakit hati mulut onar
6090,,0,-1,sangka dakwa pidana proses hukum kamu tau syarat calon kpl daerah gugur
6091,,1,0,wao warga da mogot antusias nyambut datang ahokdjarot
6092,,1,-1,konsisten
6093,,1,0,bahagia ibu vero bapak sudah milik hati warga dki ibu vero kami
6094,,0,-1,kamu tau syarat kepala daerah gugur pilkada
6095,,-1,0,masih pikir murni agama think
6096,,0,-1,kamu tau syarat sidik tetap orang tsk
6097,,0,-1,sebut apa warga tidak marah
6098,,-1,0,eloe wakil umat islam dunia
6099,,1,0,mana bapak situ pasti ngajak selfie asyik
6100,,-1,0,kamu kira alquran punya warga pulau ribu
6101,,0,-1,ganti topik
6102,,0,-1,maklum serang tekan tubi tubi
6103,,0,1,ajar agama lebih abang tuhan anda erti maha benar tuhan atas segala firman m
6104,,1,-1,kasih sekal bahasa kamu
6105,,0,1,nama kerja jam rasullulah sudah boleh inti pokok kerja
6106,,-1,0,malu boz jakarta sekarang mana jeblox
6107,,1,0,baru sekal lihat ekspresi ibu vero isteri bapak ahokdjarot begini kesan bagaimana gitu
6108,,-1,1,gakkan pilih cuman
6109,,1,0,bukan sekadar kampanye blusukan hari da mogot skaligus obat rasa rindu warga
6110,,1,0,tidak kenal lelah kembali blusukan lihat warga da mogot hari jangan ragu
6111,,-1,0,penting hati ikhlas bukan nasi bungkus
6112,,0,-1,iman cuma lihat pilkada bunuh rampok asal pilih pemimpin muslim maka iman lebih baik
6113,,0,1,ahokdjarot blusukan jakarta barat
6114,,1,0,tambah amunisi dukung
6115,,-1,1,slalu ngikutin kultweet gpp kasih poor beda tipis jago kit
6116,,1,0,mohon maaf tau saya jam sahabat nabi orang non muslim pemimpin
6117,,-1,0,film porno
6118,,-1,0,saya minta cina kasih makan pribumi kirim peking babu
6119,,0,-1,ahokdjarot adalah salah cagub milik hutang sm warga dki harus bayar
6120,,0,-1,kamu
6121,,1,0,tidak sadap sadap baca dengar berita benar salam jari
6122,,-1,0,jaga lisan antum
6123,,-1,0,biasa nunjukin cinta ulama sdgkn benci ulama
6124,,-1,0,sudah tanggap kemendagri bapak cahyo bilang isu hari belum mnum obat ya
6125,,0,-1,lebih bro kalimah ya tafakkarun alqur an silah berfikirlah
6126,,-1,0,info aj ahokdjarot pluit dkt laut laut aj dul
6127,,0,1,tidak buta hati ngapain coblos bukan orng jkt cuma tidak netral tidak skw
6128,,1,0,maaf tidak hadir saya dukung tidak
6129,,0,1,akhir ahokdjarot bapak ahokdjarot muncul setelah teman ibu mega simulasi coblos
6130,,1,0,kereeennnnnnnn
6131,,-1,0,blusukan sudah langgar izin bagaimana lain ya
6132,,1,0,wah seru tengah masyarakat kaya bapak
6133,,-1,0,aniessandi aniessandi kita siap tahana pulang kampung
6134,,1,0,ingat nyoblos tanggal bulan brp bulan ingat ya nyoblos bulan supaya periode
6135,,1,0,semoga beri ketabahan buat
6136,,-1,0,justru saya bingung islam apa anda anut bila tidak meng imani firman tuhan
6137,,-1,0,pandang kata kata kafir misal sangat beda antara pandang saya anda
6138,,-1,1,pasti datang sudah bukti buat
6139,,0,1,ahokdjarot dulu bapak
6140,,1,0,ayan masyarakat
6141,,-1,1,memang maha benar tuhan segala firman ingat hanya orang berfikir
6142,,-1,0,wahh mana dalil sahabat ali r omong sperti ngarang kamu nyeett
6143,,0,-1,kena kumis geli tidak
6144,,-1,1,warga nu umat muslim dki satu tidak pilih hina ulama
6145,,0,1,kepada bapak presiden kapolri dia pegang pundak saya kenapa hati saya sentuh ya
6146,,0,-1,maksud bapak rumah apung saya mw geser
6147,,-1,1,kuat bathin chi bebas oleh laku sangat nista
6148,,0,-1,bapak exit tol gede spertinya prlu pnangann lbih sgt ksihn lihat hny polisi mngtur tiap pagi sll macet mnt
6149,,-1,0,kata punya tuntut cara hukum punya bukti akurat hingga jam menit detik sekarang ban banci
6150,,0,1,serah warga jakarta mau pilih penting saya tidak mau denger curhat
6151,,1,-1,sudah laku sedang baru mau tiru oleh
6152,,-1,0,gitu tah pelit cetit
6153,,0,1,mgkn bapak bs carik jalan keluar persuasi penjlsan dpt mrk terima baik mrk anak adu bapak
6154,,0,-1,kamu vian tmanya semprul sontoloyo krisdianto s gawai
6155,,-1,0,mana atur agama pilih pemimpin iman tafsir kamu aulia arti sahabat baik al maidah
6156,,0,1,handle uri bapak orang ubah rubah maksydnya pribadi
6157,,0,1,ahokdjarot tidak peduli pemilihan
6158,,1,-1,saya ya kog
6159,,1,0,rain drop drop top februari jangan golput
6160,,0,1,islam taat tuhan yh sudah taatin yh surat al maida
6161,,-1,0,polri sekarang cuma peka bila penting rancam
6162,,-1,0,kuat orang minta maaf menko turun bgt bangsaaat
6163,,1,-1,pinter didik bukan bodoh maju terus bapak btw ngapung kagak ni indonesia kira
6164,,1,0,prhatikan dekat dik ahokdjarot cara mastik jamin kshtn ibu tua catat staffnya upaya harus dprhtkn
6165,,1,-1,dekar dwi tunggal siap dobrak bobrok manusia munafik negri
6166,,1,-1,dekar dwi tunggal bongkar bobrok manusia munafik negri
6167,,-1,0,asbak masih orang kaya gin buat onar
6168,,1,-1,dekar dwi tunggal siap bongkar bobrok manusia munafik negri
6169,,1,0,ahokdjarot mungkin besar sudah wakaf jiwa neger indonesia sehingga siapa apa
6170,,-1,0,sapa bawa agama maksud kamu
6171,,-1,0,jangan bawa bawa agama
6172,,0,-1,tidak puluh brow
6173,,0,-1,memang ahokdjarot pernah demo rmh pribadi atur hkmnya demo hasil revolusi mental
6174,,0,1,ktp saya hilang bapak pake golput
6175,,0,-1,pwih cari tambah dana bwt sang majikan
6176,,0,-1,islam sudut tidak hanya fpi marah nu muhammadiah
6177,,-1,1,ahokdjarot para badut makin kolap kita sambut sang hancur nkri yaitu cungkring dodol
6178,,-1,0,mampusss
6179,,-1,0,ni hasil cocote
6180,,-1,0,lumayan ringseknye
6181,,1,0,masih sang majikanya yaitu bro
6182,,0,-1,kalah pilkada lo bakal hadir terus
6183,,-1,1,kata ahokdjarot bagus lht video utuh asli tidak bagus sekal bapak anda pendtg
6184,,0,1,maaf bapak pernah tidak terisat pikir bapa pindah yakin
6185,,1,0,tidak boleh mundur pilkada kompasiana
6186,,-1,0,mikir lo pilkada tanggal muda
6187,,-1,0,pakde bapak bapak demo juta tidak cuit twitter
6188,,0,-1,kepada bapak presiden kapolri kenapa ahokdjarot suka digodain ya be
6189,,-1,0,anda sori saya bisuin
6190,,-1,0,saya tidak suka cibir an klau mau man man saya layan
6191,,-1,0,juta duit jamaah sendiri dibayarin saudara dapat donatur jendral
6192,,0,1,cinta tumbuh hanya hati damai buat apa
6193,,1,-1,bikin politis korup sakit kepala ya cuma bapak
6194,,1,-1,kamu pikir negara islam pilih pemimpin amanah cerdas bijak adil bukan hrs muslim bt apa pilih muslim korup
6195,,-1,0,ajar ambil kasus adalah ajar jaga ucap jangan saling rasa paling benar
6196,,1,-1,halal pemimpin
6197,,1,-1,islami
6198,,1,-1,blusukan hadang sampai ancam bapak santai bapak tidak cengeng tidak curhat
6199,,1,0,bukti kerja jumlah armada transjakarta tambah banyak
6200,,1,0,bapak sibuk bangun r bapak bangun dki bapak sby sibuk curhat twiter kenapa tidak curhat sm mamah dedeh
6201,,1,-1,koruppp byk anti korup cuman
6202,,1,0,tetap semangat bapak ahokdjarot baliho rusak lokasi jalan kol sugiono sebrang mc donald dekat j
6203,,-1,0,penjaraken
6204,,1,-1,heran dikit dikit ribut kasih ahokdjarot sejak thole ikut ribut mll njengkeli melulu
6205,,1,0,banding balik
6206,,1,-1,khan cuma dikit bapak lebih byk demo tidak ribut
6207,,-1,0,pilkada tumbang putar pertama batal undang naik kuda bareng
6208,,1,0,saya ssyang
6209,,1,0,kpd bapak presiden kapolri kenapa bapak demo tidak curhat twitter apakah brarti saya harus coblos tidak
6210,,-1,1,bapa santai baru orang gruduq kemarin digruduq jt orang santai jangan takut bapa
6211,,0,-1,pns tidak serius emban amanat mending eliminir rugi rakyat
6212,,1,-1,demo juta orang curhat twitter tidak ya
6213,,-1,0,kpd apa cem lelaki puber dua demen minta hati lewat twitter haus kasih sayang
6214,,-1,0,seruput dulu kopi mesin radikal vs islam moderat fpi pks muslim moderat
6215,,1,0,hanya diri rakyat tau sapa baik bangsa negara
6216,,-1,0,sini anda harus berfikir lebih kata kata saya sing jero ngaji teh
6217,,0,-1,mungkin ahokdjarot masuk islam kalah pilkada hilang kasus fitnah politik by
6218,,-1,0,habib cabul apa kbar haram bnrita in ahokdjarot tv
6219,,1,0,bapak ajak jemaah ibu ibu berselfie ramai saat istigosah bangsa tadi malam
6220,,1,0,bus transjakarta sekarang begitu aman nyaman baik
6221,,0,-1,kata rakyat takut
6222,,0,1,apa katak sudah cocok bapak bapak ahokdjarot sosok
6223,,1,-1,waktu rumah bapak bapak digruduk orang mreka tidak cengeng kicau sby twitter rnbj
6224,,1,0,ibu vero beri semangat kpd relawan agar
6225,,1,0,chanel yutub pemprov dki sungguh amat bos bapak kangeeen bapak
6226,,0,1,ahokdjarot terbit kartu jakarta one
6227,,-1,0,ajar bapak
6228,,0,1,j farid baru arah ahokdjarot tuk jujur amanah tranparan jabat guner
6229,,0,1,agussylvi nuril baru ngasih tanya warga nu nyata semua jawab
6230,,1,-1,demo juta orang tidak curhat medsos
6231,,1,-1,salah satu pbnu fahrurozi milih ahokdjarot tidak haram kagk atur mengjharamkan lo
6232,,1,0,djakarta ibu kota indonesia harus lebih baik kota indonesia selesa
6233,,0,1,ahokdjarot baru ngisi sambut kepada warga nahdliyyin dki jakarta
6234,,1,0,tanda gemesss mau luk sebenernya maluu
6235,,1,0,ppsu emang mantap dah siapa dulu gerak
6236,,1,-1,jangan jelas tentang diri suka tidak butuh benci tidak prcy bukan begitu abang
6237,,0,-1,rasa tidak satu level dia capres saya cagub kata ahokdjarot
6238,,0,1,bagitu rasio dki sangat turun banget
6239,,1,-1,jalan terus pantang mundur bapak mundur kasihan lawan tidak saing
6240,,0,-1,coba paham kenapa ajak muka agama oleh kpu hny agama apa
6241,,1,0,versi panjang ahokdjarot digemesin malah nambah x be be
6242,,0,-1,apa benar tolong bukti tidak benar orang berani omong gin t
6243,,1,0,warga berbonfong bondong iring hadir bapak lokasi mereka
6244,,0,1,kata disebelah bapak ahokdjarot marah tidak
6245,,1,-1,cuma konsisten
6246,,0,-1,ahokdjarot datang ngaku kcolongan
6247,,1,0,bapak jangan cuma gemas lihat bapak ingat nanti siapa pilih hati bapak kesejahter
6248,,1,-1,engkong punya cucu kayak bapak ya
6249,,-1,0,horee aktif kembali tanggal feb bakar jenggot ya
6250,,0,-1,ya pasti bukti bukan tunjuk anda ngapain anda mending kasih polisi
6251,,-1,0,baru ratus orang bapak bapak demo duduk bumi datar sampai juta orang bapak juta seremmm
6252,,1,0,gara gara sekarang bikin koridor pejal lebih manusiawi
6253,,1,-1,gara gara tetap tabah bilang tukang gusur padahal gusur pindah mukim layak manusiawi banget
6254,,1,-1,lepas salah tanya ahokdjarot ph jebak tanya laku santun tajam
6255,,-1,1,spekulasi yakin bayar perintah sm bapak jokowi bapak ahokdjarot yakin
6256,,1,0,kegiatn jambore mhs fasilitas adian fadjroel tetek teten siapa bukan johkowi
6257,,1,0,tukang ojek nunggu datang bapak lokasi mereka
6258,,0,-1,simple abang pemulung tar tidak nganggur terus gaji jt simple
6259,,1,0,lantar ngurusin mukim kumuh ganti mukim sehat
6260,,0,-1,ya suruh polisi usut gampang supaya tidak bukti tinggal tuan suruh tito
6261,,1,-1,betul ahokdjarot tidak pernah pake alas agama cuma catut orang agama bikin istigosah khatam
6262,,1,-1,orasi ketua umum taruna merah putih bung maruarar sirait dki bukti makin baik bawah
6263,,0,-1,mau tany kpn ios aktif bapak uda mau balik diomelin nanti
6264,,-1,0,iya cengen banget
6265,,1,0,bagai manusia biasa kurang maka wajar ahokdjarot mohon doa warga nahdliyin jakarta agar menjd lbh baik
6266,,1,-1,saking gemesnya kali ya ahokdjarot
6267,,-1,1,meski saya bukan warga jkt saya doa agar bapak kalah indonesia tidak timbul gaduh
6268,,1,0,nikamtin baca buku
6269,,1,0,jakarta
6270,,-1,0,pasuk laper
6271,,1,0,gemas minta nambah be
6272,,0,-1,sadar anda bhw tidak ikut mem back up anak tidak ikut pilkada apakah
6273,,0,-1,pensi pns kamu memang sudah kasih uang berapa ahokdjarot
6274,,-1,0,noh klarifikasi nu tolak
6275,,0,1,suara orang pemimpin selalu pantau oleh rakyat maka hati bicara
6276,,0,-1,hadap saksi muslim pakai acara muslim tidak blg tidak hormat sm ulama
6277,,1,0,ibu tidak sungkan sampa ingin bapak jk nanti pilih kmbali
6278,,-1,0,kasih konser sepi minat
6279,,1,0,bapak sampai dicubitin segala oleh warga kramatjati
6280,,1,-1,bapak blusukan masih sempat diri jenguk apa kata kamu dah inti kita bukan cari sensa
6281,,1,-1,diskusi bapak tidak umbar janji tidak kyk paslon lain langit bapak slalu tepat janji
6282,,1,0,ya amploppp sampai gemesss
6283,,0,1,sulit dekat kita capai tuju semangat selalu bapak hadap suk
6284,,1,0,survei baru tetap atas
6285,,0,-1,sudah kelas bos
6286,,-1,0,dibandingin bapak rmh saya tidak pantes bapak
6287,,1,0,paslon lain cuma numpang lewat lgsg singgah rumah warga beliau lihat rasa lgsg kondis
6288,,1,0,bapak kunjung rw jatinegara hari beliau dgr keluh masuk warga
6289,,0,-1,istri setia tidak mgkn paling
6290,,1,0,bapak bukan islam beliau peduli baik islam rizieq islam justru rusak islam
6291,,0,-1,gaduh sara terus gulir hingga ahokdjarot konstitusi ungkit
6292,,0,-1,sumber gaduh bau sara belum tuduh nista agama oleh ahokdjarot
6293,,0,1,saya hny mminta adil soal kesalamatan ancam bunuh spenuhnya saya serah kpd tuhan
6294,,1,-1,bagai cr bagai macam cara licik lawan coba jegal anda tuhan tidak buta tidak sendiri bapak
6295,,0,-1,bocah aj ngert
6296,,0,-1,sprt kapolri ya bib
6297,,1,0,biasa om kami kristen tidak lebay kami paham ajar kami apa maksud bapak
6298,,1,-1,syukur bapak bukan orang baperan sosmed cara apa beliau hadap sekarang lebih sades sudah
6299,,-1,0,hanya pihak kepada bayar yaitu
6300,,-1,0,tanya boi tidak
6301,,1,-1,punya asasi gubernur dki sby tebar hoax drama bunuh hati selamat ahokdjarot
6302,,-1,0,berisik kayak hr
6303,,1,0,silah bapak kasih tahu cara nangani massa dah alam jt demo kasih tips trik
6304,,-1,0,apa masih bs percaya saat bawah oleh
6305,,0,-1,anda bicara alat saya laden tentang alat anda bicara isi kandung baru
6306,,-1,1,agar semua tahu bahwa nu dki jakarta tidak dukung
6307,,-1,0,sia
6308,,0,-1,ramai edar ecek meta data soal video buat belum sidang nyata hoax
6309,,-1,0,sadar mba kennie
6310,,1,0,syukur sehingga tahu betapa kuat perkasa lihat meresponi
6311,,1,0,benci ahokdjarot balik dukung ahokdjarot guru masih rajin disambangi belitung dll baca man called ahokdjarot by
6312,,0,-1,sadap ilegal ahokdjarot lapor bareskrim
6313,,1,-1,tidak curhat twitter walau demo juta tidak sedikit teriak publik supaya penjar
6314,,0,1,bapak ahokdjarot harus sekarang lebih diam tenang kalaupun kalah tuhan punya rencana lebih baik buat bapak serah
6315,,-1,0,tidak usah in mrk hy gerak penting rancam mending
6316,,1,0,kira pipi bakpao kali bung funny
6317,,-1,0,awas auto murtad
6318,,1,-1,plis bapak tiap hari demo mrk ttap santai kerja sby mewek medsos
6319,,0,-1,kamu dngerin
6320,,1,0,seorg anak sd thn polos murni hati tulis apa dia tau lihat lgsg ttg bagaimana hasil
6321,,-1,0,lopran paling nunggu lengser dah
6322,,-1,1,ingat warga dki pilih gubernur muslim jangan salah pilih nista
6323,,-1,0,nyata sikap pwnu dki atas tindak mau bantah apa
6324,,-1,0,bukan abang deny mereka pegang kunci surga soal
6325,,-1,1,nu mau apak bapak kami sudah maaf bapak tolong bapak jangan seret kami
6326,,-1,0,bapak pr ahoker hrs hukum berat tlh brani catut nama organisasi nu ni jls pemalsuan
6327,,-1,0,politik klau tidak saling jegal saling hasut dah tradisi tiap pilpres n pilkada negara kita
